Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
3503,MI12057,Freshwater,Water,,,,,Filtered,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.0E-3,8.0E-5,4.0E-3,6.0E-1,<2.0E-5,2.0E-5,<1.0E-4,2.0E-4,2.0E-2,,3.0E-1,1.2E+0,8.0E-4,2.2E+0,,<5.0E-2,9.5E-5,7.0E-4,<5.0E-1,2.5E-4,<2.0E-4,4.4E-3,3.0E-5,2.0E-5,8.0E-5,7.5E-3,12,MI12057-MI12060 are replicate samples.
3504,MI12058,Freshwater,Water,,,,,Filtered,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.0E-3,7.0E-5,4.0E-3,6.0E-1,<2.0E-5,2.0E-5,<1.0E-4,4.0E-4,1.9E-2,,3.0E-1,1.2E+0,1.0E-3,2.2E+0,,<5.0E-2,6.0E-5,7.0E-4,<5.0E-1,7.0E-5,<2.0E-4,4.4E-3,<1.0E-5,2.0E-5,7.0E-5,6.0E-3,12,MI12057-MI12060 are replicate samples.
3505,MI12059,Freshwater,Water,,,,,Filtered,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,7.0E-3,1.0E-4,4.0E-3,6.0E-1,<2.0E-5,2.0E-5,<1.0E-4,6.0E-4,2.1E-2,,2.0E-1,1.2E+0,7.0E-4,2.2E+0,,<5.0E-2,3.0E-5,7.0E-4,<5.0E-1,4.0E-4,<2.0E-4,4.4E-3,4.0E-5,3.0E-5,<5.0E-5,4.0E-3,12,MI12057-MI12060 are replicate samples.
3506,MI12060,Freshwater,Water,,,,,Filtered,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.0E-3,7.0E-5,4.0E-3,6.0E-1,<2.0E-5,2.0E-5,<1.0E-4,5.0E-3,1.5E-2,,3.0E-1,1.2E+0,4.0E-4,2.2E+0,,<5.0E-2,8.0E-5,7.0E-4,<5.0E-1,2.0E-4,<2.0E-4,4.4E-3,1.0E-5,2.0E-5,<5.0E-5,2.0E-3,12,MI12057-MI12060 are replicate samples.
3507,MI12057,Freshwater,Water,,,,,Total,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.5E-2,1.0E-4,4.0E-3,5.0E-1,<2.0E-5,3.0E-5,<1.0E-4,1.0E-4,2.8E-2,,2.0E-1,1.2E+0,1.0E-3,2.2E+0,,<5.0E-2,<1.0E-5,6.0E-4,<5.0E-1,2.0E-4,<2.0E-4,4.3E-3,2.0E-5,1.0E-5,8.0E-5,<1.0E-4,12,MI12057-MI12060 are replicate samples.
3508,MI12058,Freshwater,Water,,,,,Total,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.6E-2,8.0E-5,4.0E-3,6.0E-1,<2.0E-5,2.0E-5,<1.0E-4,3.0E-4,2.7E-2,,3.0E-1,1.3E+0,2.0E-3,2.3E+0,,<5.0E-2,2.0E-5,8.0E-4,<5.0E-1,8.0E-5,<2.0E-4,5.2E-3,1.0E-5,1.0E-5,9.0E-5,6.0E-3,12,MI12057-MI12060 are replicate samples.
3509,MI12059,Freshwater,Water,,,,,Total,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.4E-2,1.0E-4,4.0E-3,5.0E-1,<2.0E-5,2.0E-5,<1.0E-4,1.0E-4,2.7E-2,,2.0E-1,1.2E+0,1.0E-3,2.2E+0,,<5.0E-2,<1.0E-5,7.0E-4,<5.0E-1,<5.0E-5,<2.0E-4,4.3E-3,<1.0E-5,1.0E-5,9.0E-5,1.0E-3,12,MI12057-MI12060 are replicate samples.
3510,MI12060,Freshwater,Water,,,,,Total,,,,,,WATE0136,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.4E-2,7.0E-5,5.0E-3,5.0E-1,<2.0E-5,1.0E-4,<1.0E-4,7.0E-3,1.0E-1,,3.0E-1,1.2E+0,1.2E-2,2.2E+0,,<5.0E-2,4.0E-5,8.0E-4,<5.0E-1,9.0E-5,<2.0E-4,4.7E-3,3.0E-5,2.0E-5,2.0E-4,2.0E-3,12,MI12057-MI12060 are replicate samples.
3511,MI12061,Freshwater,Water,,,,,Filtered,,,,,,WATE0137,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,8.3E-4,7.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,
3512,MI12061,Freshwater,Water,,,,,Particulate,,,,,,WATE0137,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,8.7E-4,6.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,
3513,MI12061,Freshwater,Water,,,,,Total,,,,,,WATE0137,08/10/2012,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,1.7E-3,4.6E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,
3514,MI13002,Freshwater,Water,,,,,Total,,,,,,WATE0138,15/10/2013,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,1.5E-3,1.4E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
3515,MI13003,Freshwater,Water,,,,,Total,,,,,,WATE0138,15/10/2013,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,2.5E-3,4.2E-4,1.3E-3,1.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
3516,MD02040,Freshwater,Water,,,,,Filtered,,,,,,WATE0139,18/11/2002,Goomadeer River - Guppuri Crossing,Unperturbed,347550,8637151,53S,WGS84,1,,,,,,,1.5E-3,1.9E-4,,,,,,,,,,,,,,,,,2.0E-3,6.3E-1,<4.0E-5,,,<3.0E-4,1.1E-1,,4.8E-1,1.4E+0,2.5E-2,,,,1.0E-4,,<5.0E-1,,,7.5E-3,<2.0E-5,2.9E-5,,1.5E-2,18,
3517,NH4001,Freshwater,Water,,,,,Filtered,,,,,,WATE0140,07/06/1984,Nimbuwah Billabong,Unperturbed,320013,8650698,53S,WGS84,2,,,,,5.5E-4,2.5E-4,,,,,8.7E-4,2.6E-4,2.1E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3518,NH4001,Freshwater,Water,,,,,Total,,,,,,WATE0140,07/06/1984,Nimbuwah Billabong,Unperturbed,320013,8650698,53S,WGS84,2,1.1E-3,9.0E-5,1.3E-3,1.0E-4,1.4E-3,2.1E-4,5.7E-3,9.0E-4,3.6E-3,2.3E-4,3.3E-3,4.8E-4,8.7E-4,1.8E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3519,BD4001,Freshwater,Water,,,,,Filtered,,,,,,WATE0141,18/09/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.3E-4,3.0E-5,5.7E-4,4.0E-5,5.2E-4,4.0E-5,1.9E-3,2.2E-4,,,,,5.0E-5,1.0E-5,,,4.5E-4,4.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3520,BD4001,Freshwater,Water,,,,,Total,,,,,,WATE0141,18/09/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.9E-4,3.0E-5,8.5E-4,4.0E-5,5.9E-4,4.0E-5,,,,,,,8.0E-5,1.0E-5,,,8.4E-4,4.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3521,BD4002,Freshwater,Water,,,,,Filtered,,,,,,WATE0142,23/10/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.5E-4,5.0E-5,5.6E-4,8.0E-5,2.8E-4,7.0E-5,,,1.9E-3,5.1E-4,2.6E-3,3.0E-4,,,,,3.6E-4,1.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3522,BD4002,Freshwater,Water,,,,,Total,,,,,,WATE0142,23/10/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.2E-4,5.0E-5,6.3E-4,8.0E-5,,,2.8E-3,2.9E-4,4.4E-3,3.7E-4,3.2E-3,1.4E-4,1.2E-4,4.0E-5,,,9.8E-4,3.3E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3523,BD4006,Freshwater,Water,,,,,Filtered,,,,,,WATE0143,26/11/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,,,,,,,,,1.9E-3,1.3E-4,1.5E-3,1.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3524,BD4006,Freshwater,Water,,,,,Total,,,,,,WATE0143,26/11/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,,,,,,,,,5.2E-3,2.6E-4,5.4E-3,3.3E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3525,BD4007,Freshwater,Water,,,,,Filtered,,,,,,WATE0144,17/12/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.0E-4,4.0E-5,4.8E-4,8.0E-5,2.0E-4,4.0E-5,1.6E-3,4.7E-4,2.7E-3,2.0E-4,2.1E-3,1.7E-4,5.0E-5,2.0E-5,,,5.3E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3526,BD4007,Freshwater,Water,,,,,Total,,,,,,WATE0144,17/12/1984,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.8E-4,5.0E-5,4.2E-4,6.0E-5,5.0E-4,5.0E-5,4.2E-3,3.2E-4,4.7E-3,2.4E-4,3.3E-3,1.8E-4,1.2E-4,3.0E-5,,,1.4E-3,1.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3527,BD5001,Freshwater,Water,,,,,Filtered,,,,,,WATE0145,18/01/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,3.0E-4,4.0E-5,4.3E-4,6.0E-5,1.0E-4,4.0E-5,,,1.4E-3,1.6E-4,1.8E-3,1.2E-4,5.0E-5,2.0E-5,,,1.9E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3528,BD5001,Freshwater,Water,,,,,Total,,,,,,WATE0145,18/01/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.4E-4,4.0E-5,4.2E-4,6.0E-5,2.0E-4,4.0E-5,2.5E-3,2.6E-4,3.6E-3,2.5E-4,2.6E-3,3.0E-4,1.2E-4,3.0E-5,,,6.2E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3529,BD5002,Freshwater,Water,,,,,Filtered,,,,,,WATE0146,23/02/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.2E-4,4.0E-5,4.5E-4,7.0E-5,,,,,1.3E-3,1.2E-4,7.2E-4,9.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3530,BD5002,Freshwater,Water,,,,,Total,,,,,,WATE0146,23/02/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,3.3E-4,5.0E-5,5.0E-4,6.0E-5,,,,,1.3E-3,1.8E-4,3.1E-3,1.7E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3531,BD5004,Freshwater,Water,,,,,Filtered,,,,,,WATE0147,25/03/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,1.5E-4,3.0E-5,4.0E-4,7.0E-5,7.0E-5,3.0E-5,3.1E-4,4.0E-5,5.9E-4,8.0E-5,8.4E-4,1.0E-4,5.0E-5,2.0E-5,,,1.7E-4,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3532,BD5004,Freshwater,Water,,,,,Total,,,,,,WATE0147,25/03/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,3.3E-4,5.0E-5,5.1E-4,7.0E-5,1.8E-4,4.0E-5,1.5E-3,1.6E-4,2.9E-3,1.5E-4,1.9E-3,1.3E-4,1.3E-4,2.0E-5,,,3.7E-4,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3533,BD5005,Freshwater,Water,,,,,Filtered,,,,,,WATE0148,22/04/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,1.7E-4,4.0E-5,2.4E-4,6.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3534,BD5005,Freshwater,Water,,,,,Total,,,,,,WATE0148,22/04/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,2.4E-4,4.0E-5,6.0E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3535,BD5006,Freshwater,Water,,,,,Filtered,,,,,,WATE0149,31/05/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,,,,,2.0E-4,8.0E-5,,,,,,,,,,,2.9E-4,1.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3536,BD5006,Freshwater,Water,,,,,Total,,,,,,WATE0149,31/05/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,,,,,1.7E-4,8.0E-5,,,,,,,7.0E-5,3.0E-5,,,4.9E-4,1.3E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3537,BD5007,Freshwater,Water,,,,,Filtered,,,,,,WATE0150,23/07/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,1.5E-4,3.0E-5,2.8E-4,4.0E-5,2.1E-4,6.0E-5,,,9.1E-4,1.3E-4,1.2E-3,9.0E-5,4.0E-5,2.0E-5,,,3.2E-4,1.1E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3538,BD5007,Freshwater,Water,,,,,Total,,,,,,WATE0150,23/07/1985,Bowerbird Billabong,Unperturbed,287700,8587150,53S,WGS84,2,1.8E-4,3.0E-5,4.4E-4,5.0E-5,3.5E-4,9.0E-5,2.2E-3,1.2E-4,1.4E-3,1.7E-4,1.9E-3,1.2E-4,1.0E-4,3.0E-5,,,4.8E-4,1.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3539,GU4001,Freshwater,Water,,,,,Filtered,,,,,,WATE0151,09/07/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,2.9E-4,5.0E-5,5.5E-4,8.0E-5,3.7E-4,2.0E-4,1.2E-3,3.6E-4,4.7E-4,2.0E-4,1.1E-3,2.0E-4,9.0E-5,6.0E-5,,,5.4E-4,3.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3540,GU4001,Freshwater,Water,,,,,Total,,,,,,WATE0151,09/07/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,9.6E-4,9.0E-5,1.2E-3,1.1E-4,5.8E-4,1.8E-4,,,3.7E-3,2.7E-4,1.3E-3,1.5E-4,6.5E-4,8.0E-5,,,1.7E-3,4.8E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3541,GU4004,Freshwater,Water,,,,,Filtered,,,,,,WATE0152,24/08/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.2E-4,1.0E-4,3.1E-4,1.5E-4,3.2E-4,2.1E-4,,,1.1E-3,1.5E-4,3.7E-4,8.0E-5,1.1E-4,6.0E-5,,,5.8E-4,2.8E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3542,GU4004,Freshwater,Water,,,,,Total,,,,,,WATE0152,24/08/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.2E-4,9.0E-5,5.3E-4,1.2E-4,4.9E-4,7.0E-5,2.1E-3,5.0E-4,7.7E-4,2.2E-4,6.3E-4,1.1E-4,2.8E-4,5.0E-5,,,6.8E-4,1.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3543,GU4007,Freshwater,Water,,,,,Filtered,,,,,,WATE0153,20/09/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,3.7E-4,3.0E-5,8.5E-4,4.0E-5,,,3.0E-4,2.3E-4,8.2E-4,1.0E-4,7.9E-4,9.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3544,GU4007,Freshwater,Water,,,,,Total,,,,,,WATE0153,20/09/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,6.6E-4,1.0E-4,1.1E-3,1.5E-4,4.6E-4,1.0E-4,1.8E-3,3.5E-4,2.3E-3,1.5E-4,1.1E-3,1.6E-4,2.6E-4,5.0E-5,,,5.0E-4,1.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3545,GU4009,Freshwater,Water,,,,,Filtered,,,,,,WATE0154,25/10/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.9E-4,4.0E-5,2.6E-4,5.0E-5,2.0E-4,1.4E-4,,,1.3E-3,1.4E-4,2.4E-4,8.0E-5,9.0E-5,3.0E-5,,,2.0E-4,1.9E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3546,GU4009,Freshwater,Water,,,,,Total,,,,,,WATE0154,25/10/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.7E-4,8.0E-5,9.2E-4,1.0E-4,3.0E-4,1.6E-4,9.9E-4,3.1E-4,1.8E-3,1.5E-4,7.5E-4,1.5E-4,2.9E-4,7.0E-5,,,5.0E-4,1.4E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3547,GU4017,Freshwater,Water,,,,,Filtered,,,,,,WATE0155,12/12/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.6E-4,4.0E-5,2.7E-4,5.0E-5,1.7E-4,2.0E-5,,,7.7E-4,8.0E-5,3.4E-4,6.0E-5,8.0E-5,2.0E-5,,,3.2E-4,5.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3548,GU4017,Freshwater,Water,,,,,Total,,,,,,WATE0155,12/12/1984,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,8.3E-4,1.0E-4,8.2E-4,1.1E-4,5.9E-4,6.0E-5,2.1E-3,4.4E-4,3.0E-3,2.0E-4,1.0E-3,1.1E-4,6.0E-4,5.0E-5,,,1.2E-3,9.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3549,GU5001,Freshwater,Water,,,,,Filtered,,,,,,WATE0156,15/01/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.4E-3,1.3E-4,1.6E-3,1.5E-4,3.8E-4,5.0E-5,1.3E-3,2.9E-4,1.4E-3,1.1E-4,8.6E-4,9.0E-5,8.0E-5,2.0E-5,,,2.7E-4,6.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3550,GU5001,Freshwater,Water,,,,,Total,,,,,,WATE0156,15/01/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,4.1E-3,2.7E-4,5.1E-3,3.1E-4,4.1E-3,2.5E-4,5.6E-3,5.4E-4,1.3E-2,5.0E-4,6.9E-3,3.6E-4,4.6E-3,2.7E-4,,,5.9E-3,3.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3551,GU5003,Freshwater,Water,,,,,Filtered,,,,,,WATE0157,19/02/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,9.8E-4,1.0E-4,1.2E-3,1.1E-4,2.6E-4,4.0E-5,5.1E-4,2.4E-4,8.1E-4,1.1E-4,1.0E-3,1.0E-4,2.5E-4,4.0E-5,,,4.9E-4,8.0E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3552,GU5003,Freshwater,Water,,,,,Total,,,,,,WATE0157,19/02/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,4.7E-3,2.9E-4,5.2E-3,3.1E-4,5.1E-3,6.0E-4,1.1E-2,5.0E-4,8.6E-3,6.2E-4,1.3E-3,7.0E-4,4.0E-3,6.0E-4,,,7.2E-3,1.1E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3553,GU5007,Freshwater,Water,,,,,Filtered,,,,,,WATE0158,22/03/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.4E-3,9.0E-5,1.8E-3,1.1E-4,1.3E-3,1.9E-4,2.5E-3,3.5E-4,4.2E-3,2.9E-4,5.7E-3,2.7E-4,2.2E-3,2.4E-4,,,3.3E-3,3.4E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3554,GU5007,Freshwater,Water,,,,,Total,,,,,,WATE0158,22/03/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.5E-3,3.0E-4,6.2E-3,3.3E-4,4.9E-3,4.1E-4,9.6E-3,7.5E-4,1.5E-2,7.0E-4,1.6E-2,7.0E-4,6.8E-3,5.2E-4,,,9.8E-3,7.2E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3555,GU5009,Freshwater,Water,,,,,Filtered,,,,,,WATE0159,26/04/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,8.7E-4,7.0E-5,1.4E-3,1.0E-4,3.6E-4,6.0E-5,7.2E-4,1.7E-4,1.2E-3,1.1E-4,2.5E-3,1.8E-4,4.8E-4,6.0E-5,,,1.0E-3,1.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3556,GU5009,Freshwater,Water,,,,,Total,,,,,,WATE0159,26/04/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,2.1E-3,1.2E-4,2.7E-3,1.4E-4,2.7E-3,1.9E-4,3.9E-3,1.1E-4,4.1E-3,2.6E-4,5.4E-3,2.4E-4,2.0E-3,1.6E-4,,,3.9E-3,2.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3557,GU5011,Freshwater,Water,,,,,Filtered,,,,,,WATE0160,06/06/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,5.9E-3,6.0E-5,6.9E-4,7.0E-5,4.0E-4,8.0E-5,1.6E-3,1.1E-4,9.0E-4,1.2E-4,1.2E-3,9.0E-5,2.1E-4,3.0E-5,,,4.5E-4,1.1E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3558,GU5011,Freshwater,Water,,,,,Total,,,,,,WATE0160,06/06/1985,Gunirdul Billabong,Unperturbed,319825,8648676,53S,WGS84,2,1.1E-3,9.0E-5,1.4E-3,1.0E-4,7.1E-4,1.2E-4,3.0E-3,1.9E-4,3.4E-3,2.0E-4,2.3E-3,1.5E-4,7.6E-4,8.0E-5,,,1.0E-3,2.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
3559,ID0001,Freshwater,Water,,,,,Filtered,,,,,,WATE0161,07/09/2000,Island Billabong,Unperturbed,269791,8611248,53S,WGS84,2,,,,,,,7.4E-4,2.1E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3560,MG02023,Freshwater,Water,,,,,Filtered,,,,,,WATE0162,19/11/2002,Maningrida - Jabana Billabong,Unperturbed,443714,8657132,53S,WGS84,2,,,,,,,8.1E-2,4.1E-3,,,,,,,,,,,,,,,,,3.3E-2,2.5E+1,1.7E-4,,,1.1E-2,1.9E+0,,2.4E+1,4.3E+1,7.1E-1,,,,2.3E-3,,1.7E+0,,,2.3E-1,<2.0E-5,7.7E-4,,3.2E-2,18,
3561,MG02024,Freshwater,Water,,,,,Filtered,,,,,,WATE0163,19/11/2002,Maningrida - Nungarr Billabong,Unperturbed,419230,8655704,53S,WGS84,2,,,,,,,1.5E-3,1.9E-4,,,,,,,,,,,,,,,,,1.9E-3,7.9E-1,<4.0E-5,,,5.4E-3,<1.5E-2,,1.1E+0,1.9E+0,2.1E-3,,,,1.1E-3,,<5.0E-1,,,1.1E-2,<2.0E-5,3.7E-5,,1.4E-2,18,
3562,31346,Freshwater,Water,,,,,Filtered,,,,,,WATE0164,17/09/2002,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.1E-2,,3.5E-3,5.0E-1,<2.0E-5,5.0E-5,2.0E-4,3.5E-4,4.0E-2,,2.0E-1,1.2E+0,1.9E-3,2.8E+0,1.5E-4,,1.0E-5,,,,,4.8E-3,,2.4E-5,,2.2E-3,18,
3563,31348,Freshwater,Water,,,,,Filtered,,,,,,WATE0165,24/09/2002,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.9E-2,,3.8E-3,6.0E-1,<2.0E-5,4.0E-5,3.0E-4,5.0E-4,8.0E-2,,3.0E-1,1.2E+0,4.7E-3,2.1E+0,2.1E-4,,1.3E-4,,,,,6.1E-3,,9.0E-6,,5.0E-3,18,
3564,31575,Freshwater,Water,,,,,Filtered,,,,,,WATE0166,17/10/2002,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.2E-2,,3.9E-3,6.0E-1,<2.0E-5,3.0E-5,2.0E-4,1.8E-4,4.0E-2,,2.0E-1,1.2E+0,4.5E-4,2.1E+0,7.0E-5,,8.0E-5,,,,,5.8E-3,,1.6E-5,,1.3E-3,18,
3565,31576,Freshwater,Water,,,,,Filtered,,,,,,WATE0167,18/10/2002,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.5E-3,,3.9E-3,6.0E-1,4.0E-5,5.0E-5,2.0E-4,1.3E-3,<2.0E-2,,2.0E-1,1.2E+0,3.2E-4,3.0E+0,2.6E-4,,2.2E-4,,,,,4.9E-3,,3.3E-5,,5.3E-3,18,
